action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
,,Endpoint Security,,Information Technology,,,IT-034,login,,,Erin Wilson,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-05 07:28:00
,,Sample Processing,,Research,,,LT-006,login,,,Catherine Patterson,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:31:00
,,HELIX,,Research,,,LT-039,login,,,Kirsten Collins,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:31:00
,,Endpoint Security,,Information Technology,,,IT-016,login,,,Sean Ellis,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-05 07:31:00
,,Sample Processing,,Research,,,LT-033,login,,,Christine Rice,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:33:00
,,Laboratory Operations,,Research,,,LT-012,login,,,Ashley Martin,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:35:00
,,HELIX,,Research,,,LT-007,login,,,David Carroll,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:36:00
,,HELIX,,Research,,,LT-019,login,,,James Galloway,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:36:00
,,Sample Processing,,Research,,,LT-026,login,,,Robin Wood,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:36:00
,,Sample Processing,,Research,,,LT-001,login,,,Charles Snyder,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:37:00
,,HELIX,,Research,,,LT-040,login,,,Marcus Tucker,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:37:00
,,Infrastructure,,Information Technology,,,IT-018,login,,,Samantha Jackson,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-05 07:37:00
,,Sample Processing,,Research,,,LT-002,login,,,Doris Singh,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:38:00
,,HELIX,,Research,,,LT-003,login,,,Mary Blackburn,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:38:00
,,HELIX,,Research,,,LT-029,login,,,Paul Johnson,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:38:00
,,Sample Processing,,Research,,,LT-036,login,,,Tyler Garza,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:39:00
,,HELIX,,Research,,,LT-044,login,,,Scott Buck,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:39:00
,,Laboratory Operations,,Research,,,LT-038,login,,,Brett Gardner,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:40:00
,,Payroll,,Finance,,,FA-007,login,,,Jonathan Anderson,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:40:00
,,Payroll,,Finance,,,FA-008,login,,,Joanna Powell,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:40:00
,,HELIX,,Research,,,LT-014,login,,,Nicole Bailey,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:41:00
,,Sample Processing,,Research,,,LT-018,login,,,Jessica Hanson,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:41:00
,,HELIX,,Research,,,LT-042,login,,,Paul Campos,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:41:00
,,Research Portfolio,,Executive Leadership,,,EX-010,login,,,Martin Harris,Boston,,,Executive Leadership,Trade Secret,,,2026-01-05 07:41:00
,,Sample Processing,,Research,,,LT-021,login,,,Bryan Murphy,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:42:00
,,Laboratory Operations,,Research,,,LT-027,login,,,Tina Conley,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:42:00
,,Laboratory Operations,,Research,,,LT-037,login,,,Aaron Patterson,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:42:00
,,Budget Planning,,Finance,,,FA-019,login,,,Brenda Park,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:42:00
,,Budget Planning,,Finance,,,FA-023,login,,,Zachary Becker,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:42:00
,,Laboratory Operations,,Research,,,LT-011,login,,,Leslie Mejia,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:43:00
,,HELIX,,Research,,,LT-017,login,,,Amanda Ward,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:43:00
,,Sample Processing,,Research,,,LT-028,login,,,Rebecca Zavala,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:43:00
,,Laboratory Operations,,Research,,,LT-030,login,,,Christopher Flores,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:43:00
,,Budget Planning,,Finance,,,FA-003,login,,,Kimberly Kramer,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:43:00
,,Sample Processing,,Research,,,LT-013,login,,,Jill Hall,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:44:00
,,Laboratory Operations,,Research,,,LT-015,login,,,Jacob Martinez,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:44:00
,,Budget Planning,,Finance,,,FA-020,login,,,Carol King,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:44:00
,,Quality Compliance,,Regulatory Affairs,,,RA-028,login,,,Andrew Payne,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:45:00
,,FDA Submission,,Regulatory Affairs,,,RA-034,login,,,Nicholas Mcbride,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:45:00
,,Endpoint Security,,Information Technology,,,IT-012,login,,,Travis Davies,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-05 07:45:00
,,Budget Planning,,Finance,,,FA-013,login,,,Gerald Liu,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:46:00
,,Budget Planning,,Finance,,,FA-027,login,,,Joseph Lee,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:46:00
,,Payroll,,Finance,,,FA-002,login,,,Paul Dixon,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:47:00
,,Payroll,,Finance,,,FA-017,login,,,James Gibbs,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:47:00
,,Payroll,,Finance,,,FA-025,login,,,Melissa Jennings,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:47:00
,,Payroll,,Finance,,,FA-031,login,,,Larry Bender,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:47:00
,,Procurement,,Finance,,,FA-034,login,,,Steven Stevens,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:47:00
,,Laboratory Operations,,Research,,,LT-024,login,,,Sharon Henry,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:48:00
,,HELIX,,Regulatory Affairs,,,RA-015,login,,,Richard Johns,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:48:00
,,Quality Compliance,,Regulatory Affairs,,,RA-024,login,,,Kathleen Hill,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:48:00
,,Procurement,,Finance,,,FA-012,login,,,Cory Hammond,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:48:00
,,Procurement,,Finance,,,FA-029,login,,,Maria Robinson,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:48:00
,,Payroll,,Finance,,,FA-035,login,,,Christopher Patterson,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:48:00
,,Identity Modernization,,Information Technology,,,IT-021,login,,,Christopher Thomas,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-05 07:48:00
,,Infrastructure,,Information Technology,,,IT-026,login,,,James Clark,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-05 07:48:00
,,Sample Processing,,Research,,,LT-008,login,,,Amy Baker,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:49:00
,,Sample Processing,,Research,,,LT-045,login,,,John Santos,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:49:00
,,FDA Submission,,Regulatory Affairs,,,RA-022,login,,,Elizabeth Potter,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:49:00
,,Payroll,,Finance,,,FA-001,login,,,Lori Gibson,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:49:00
,,Laboratory Operations,,Research,,,LT-020,login,,,Matthew Coleman,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:50:00
,,HELIX,,Research,,,LT-034,login,,,Judy Cooke,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:50:00
,,Budget Planning,,Finance,,,FA-022,login,,,Joseph Morgan,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:50:00
,,Budget Planning,,Finance,,,FA-028,login,,,Jamie Cannon,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:50:00
,,Recruiting,,Human Resources,,,HR-006,login,,,Bruce Hurley,Boston,,,Human Resources Specialist,Restricted,,,2026-01-05 07:50:00
,,Laboratory Operations,,Research,,,LT-010,login,,,Chelsea Miller,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:51:00
,,Sample Processing,,Research,,,LT-032,login,,,Teresa Calderon,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:51:00
,,Quality Compliance,,Regulatory Affairs,,,RA-002,login,,,James Jones,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:51:00
,,HELIX,,Regulatory Affairs,,,RA-018,login,,,Robert Stokes,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:51:00
,,Procurement,,Finance,,,FA-016,login,,,Jacqueline Baker,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:51:00
,,Laboratory Operations,,Research,,,LT-031,login,,,Dylan Martin,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:52:00
,,Quality Compliance,,Regulatory Affairs,,,RA-019,login,,,Larry Wilcox,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:52:00
,,Quality Compliance,,Regulatory Affairs,,,RA-031,login,,,Kimberly Bautista,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:52:00
,,Procurement,,Finance,,,FA-024,login,,,Steven Walton,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:52:00
,,Endpoint Security,,Information Technology,,,IT-003,login,,,Marvin Davis,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-05 07:52:00
,,Laboratory Operations,,Research,,,LT-041,login,,,Michael Johnson,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:53:00
,,Sample Processing,,Research,,,LT-043,login,,,Logan Sanchez,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:53:00
,,HELIX,,Regulatory Affairs,,,RA-014,login,,,Tyrone Miller,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:53:00
,,Quality Compliance,,Regulatory Affairs,,,RA-021,login,,,Angela Ramirez,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:53:00
,,Payroll,,Finance,,,FA-004,login,,,Ryan Stuart,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:53:00
,,Procurement,,Finance,,,FA-010,login,,,Joseph Beasley,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:53:00
,,Budget Planning,,Finance,,,FA-018,login,,,Jessica Haynes,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:53:00
,,Procurement,,Finance,,,FA-032,login,,,Megan Cox,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:53:00
,,Laboratory Operations,,Research,,,LT-005,login,,,Christopher Smith,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:54:00
,,HELIX,,Regulatory Affairs,,,RA-005,login,,,Tracy Anderson,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:54:00
,,Research Portfolio,,Executive Leadership,,,EX-002,login,,,James Johnson,Boston,,,Executive Leadership,Trade Secret,,,2026-01-05 07:54:00
,,Biomarker Discovery,,Research,,,RS-003,login,,,Matthew Adams,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:55:00
,,HELIX,,Research,,,RS-071,login,,,Justin Lambert,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:55:00
,,Biomarker Discovery,,Research,,,RS-084,login,,,Robert Wilson,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:55:00
,,Analytical Chemistry,,Research,,,RS-088,login,,,Spencer Aguilar,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:55:00
,,Analytical Chemistry,,Research,,,RS-091,login,,,Amy Thompson,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:55:00
,,Clinical Support,,Research,,,RS-114,login,,,Ashley Maxwell,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:55:00
,,HELIX,,Research,,,RS-121,login,,,Doris Phillips,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:55:00
,,Analytical Chemistry,,Research,,,RS-137,login,,,Alexandria Bishop,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:55:00
,,Sample Processing,,Research,,,LT-016,login,,,Elizabeth Anderson,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:55:00
,,Laboratory Operations,,Research,,,LT-022,login,,,Antonio Summers,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:55:00
,,HELIX,,Research,,,LT-023,login,,,Stephanie Miller,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:55:00
,,Quality Compliance,,Regulatory Affairs,,,RA-020,login,,,Krista Hurst,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:55:00
,,Learning & Development,,Human Resources,,,HR-010,login,,,Julia Solomon,Boston,,,Human Resources Specialist,Restricted,,,2026-01-05 07:55:00
,,HELIX,,Research,,,RS-016,login,,,Peter Johnston,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:56:00
,,Analytical Chemistry,,Research,,,RS-020,login,,,Derrick Johnson,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:56:00
,,Biomarker Discovery,,Research,,,RS-043,login,,,Kenneth Holland,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:56:00
,,Analytical Chemistry,,Research,,,RS-072,login,,,Guy Berg,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:56:00
,,Analytical Chemistry,,Research,,,RS-115,login,,,Julie Townsend,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:56:00
,,Sample Processing,,Research,,,LT-004,login,,,Madeline Valentine,Tucson,,,Laboratory Technician,Restricted,,,2026-01-05 07:56:00
,,HELIX,,Research,,,LT-035,login,,,Toni Santos,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:56:00
,,Quality Compliance,,Regulatory Affairs,,,RA-012,login,,,Monica Howard,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:56:00
,,Procurement,,Finance,,,FA-005,login,,,Richard Martinez,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:56:00
,,Payroll,,Finance,,,FA-021,login,,,Mary Velasquez,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:56:00
,,Budget Planning,,Finance,,,FA-026,login,,,Tammy Lopez,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:56:00
,,Budget Planning,,Finance,,,FA-033,login,,,Carl Johnson,Boston,,,Finance Analyst,Confidential,,,2026-01-05 07:56:00
,,Recruiting,,Human Resources,,,HR-002,login,,,Susan Carrillo,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-05 07:56:00
,,Benefits,,Human Resources,,,HR-005,login,,,Felicia Fisher,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-05 07:56:00
,,Learning & Development,,Human Resources,,,HR-020,login,,,Kendra Weiss,Boston,,,Human Resources Specialist,Restricted,,,2026-01-05 07:56:00
,,Biomarker Discovery,,Research,,,RS-001,login,,,Susan Young,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:57:00
,,Clinical Support,,Research,,,RS-037,login,,,Karen Shaw,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:57:00
,,Clinical Support,,Research,,,RS-040,login,,,Sara Klein,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:57:00
,,Analytical Chemistry,,Research,,,RS-128,login,,,Katrina Murray,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:57:00
,,Sample Processing,,Research,,,LT-009,login,,,Lisa Pena,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 07:57:00
,,Quality Compliance,,Regulatory Affairs,,,RA-039,login,,,Brittany Stevenson,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:57:00
,,Procurement,,Finance,,,FA-006,login,,,Bryan Jones,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:57:00
,,Payroll,,Finance,,,FA-014,login,,,Andrew White,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:57:00
,,Procurement,,Finance,,,FA-030,login,,,Molly Moore,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:57:00
,,Biomarker Discovery,,Research,,,RS-019,login,,,Victoria Floyd,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:58:00
,,Analytical Chemistry,,Research,,,RS-056,login,,,David Keller,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:58:00
,,HELIX,,Regulatory Affairs,,,RA-004,login,,,Peggy Jordan,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:58:00
,,Budget Planning,,Finance,,,FA-011,login,,,Michael Rodriguez,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:58:00
,,Budget Planning,,Finance,,,FA-015,login,,,Nicole Delacruz,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 07:58:00
,,Learning & Development,,Human Resources,,,HR-009,login,,,Sharon Wilson,Boston,,,Human Resources Specialist,Restricted,,,2026-01-05 07:58:00
,,Recruiting,,Human Resources,,,HR-025,login,,,Renee Martinez,Boston,,,Human Resources Specialist,Restricted,,,2026-01-05 07:58:00
,,Analytical Chemistry,,Research,,,RS-035,login,,,Leslie Burton,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:59:00
,,Clinical Support,,Research,,,RS-080,login,,,Scott Figueroa,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:59:00
,,Clinical Support,,Research,,,RS-097,login,,,Carl Mendez,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 07:59:00
,,Biomarker Discovery,,Research,,,RS-124,login,,,Kayla Knapp,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 07:59:00
,,Quality Compliance,,Regulatory Affairs,,,RA-036,login,,,Christopher Cruz,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 07:59:00
,,Benefits,,Human Resources,,,HR-018,login,,,Karen Campos,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-05 07:59:00
,,Identity Modernization,,Information Technology,,,IT-035,login,,,Carrie Mays,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-05 07:59:00
,,Analytical Chemistry,,Research,,,RS-038,login,,,Elizabeth Hall,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:00:00
,,HELIX,,Research,,,RS-070,login,,,Melanie Williams,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:00:00
,,Biomarker Discovery,,Research,,,RS-079,login,,,Anthony Mooney,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:00:00
,,HELIX,,Research,,,RS-118,login,,,Jamie Bennett,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:00:00
,,HELIX,,Research,,,LT-025,login,,,Lauren Oconnell,Boston,,,Laboratory Technician,Restricted,,,2026-01-05 08:00:00
,,FDA Submission,,Regulatory Affairs,,,RA-038,login,,,Erin Mcintyre,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:00:00
,,Payroll,,Finance,,,FA-009,login,,,Debra Fisher,Tucson,,,Finance Analyst,Confidential,,,2026-01-05 08:00:00
,,Identity Modernization,,Information Technology,,,IT-030,login,,,Rachel Huerta,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-05 08:00:00
,,Clinical Support,,Research,,,RS-022,login,,,Timothy James,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:01:00
,,Analytical Chemistry,,Research,,,RS-064,login,,,Ricky Moore,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:01:00
,,HELIX,,Research,,,RS-083,login,,,Brandy Armstrong,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:01:00
,,Clinical Support,,Research,,,RS-096,login,,,Luke Young,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:01:00
,,Biomarker Discovery,,Research,,,RS-109,login,,,Margaret Marsh,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:01:00
,,HELIX,,Research,,,RS-116,login,,,Renee Hudson,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:01:00
,,Benefits,,Human Resources,,,HR-021,login,,,Robert Harris,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-05 08:01:00
,,Endpoint Security,,Information Technology,,,IT-019,login,,,Susan Greene,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-05 08:01:00
,,Biomarker Discovery,,Research,,,RS-002,login,,,John Wright,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:02:00
,,Analytical Chemistry,,Research,,,RS-021,login,,,Leslie Alvarez,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:02:00
,,HELIX,,Regulatory Affairs,,,RA-003,login,,,Johnathan Marshall,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:02:00
,,Quality Compliance,,Regulatory Affairs,,,RA-006,login,,,Howard Conway,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:02:00
,,HELIX,,Regulatory Affairs,,,RA-008,login,,,Donna Bell,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:02:00
,,HELIX,,Regulatory Affairs,,,RA-037,login,,,Ryan Perez,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:02:00
,,Biomarker Discovery,,Research,,,RS-051,login,,,Nicholas Reilly,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:03:00
,,HELIX,,Research,,,RS-102,login,,,Desiree Jackson,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:03:00
,,Clinical Support,,Research,,,RS-119,login,,,Michael Gomez,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:03:00
,,HELIX,,Regulatory Affairs,,,RA-029,login,,,Jeffrey Weiss,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:03:00
,,Clinical Support,,Research,,,RS-045,login,,,Thomas Butler,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:04:00
,,Analytical Chemistry,,Research,,,RS-050,login,,,Rhonda Wallace,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:04:00
,,Analytical Chemistry,,Research,,,RS-075,login,,,Paula Schwartz,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:04:00
,,Biomarker Discovery,,Research,,,RS-078,login,,,Christina Lee,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:04:00
,,Clinical Support,,Research,,,RS-032,login,,,Michael Sanders,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:05:00
,,Analytical Chemistry,,Research,,,RS-042,login,,,Brittany Brown,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:05:00
,,Analytical Chemistry,,Research,,,RS-074,login,,,Sandy Cook,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:05:00
,,FDA Submission,,Regulatory Affairs,,,RA-001,login,,,Ryan Anderson,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:05:00
,,Benefits,,Human Resources,,,HR-019,login,,,Jeremiah Horton,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-05 08:05:00
,,Clinical Support,,Research,,,RS-030,login,,,Lisa Mason,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:06:00
,,Analytical Chemistry,,Research,,,RS-110,login,,,Diane Brown,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:06:00
,,Clinical Support,,Research,,,RS-140,login,,,Miguel Bowers,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:06:00
,,FDA Submission,,Regulatory Affairs,,,RA-023,login,,,Michelle Paul,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:06:00
,,FDA Submission,,Regulatory Affairs,,,RA-030,login,,,Rachel Williams,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:06:00
,,Benefits,,Human Resources,,,HR-017,login,,,Nicole Calderon,Boston,,,Human Resources Specialist,Restricted,,,2026-01-05 08:06:00
,,Quality Compliance,,Regulatory Affairs,,,RA-033,login,,,Nicole Taylor,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:07:00
,,HELIX,,Regulatory Affairs,,,RA-035,login,,,Donald Tapia,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-05 08:07:00
,,Recruiting,,Human Resources,,,HR-001,login,,,Michael Wilson,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-05 08:07:00
,,Learning & Development,,Human Resources,,,HR-003,login,,,Cody Carlson,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-05 08:07:00
,,Analytical Chemistry,,Research,,,RS-004,login,,,Mario Hammond,Boston,,,Research Scientist,Trade Secret,,,2026-01-05 08:08:00
,,Clinical Support,,Research,,,RS-057,login,,,Kevin Wood,Tucson,,,Research Scientist,Trade Secret,,,2026-01-05 08:08:00
